client_id,activity_date,activity_type,activity_result,activity_value,channel
C009468,2025-03-26,APP_LOGIN,FAIL,3547.93,Mobile App
C002744,2025-06-04,TXN,SUCCESS,234.59,Website
C007867,2025-03-14,TXN,SUCCESS,4099.92,Branch
C007161,2025-01-03,APP_LOGIN,SUCCESS,363.15,Mobile App
C005452,2025-02-28,SMS,SUCCESS,871.94,Call Center
C005259,2025-04-10,TXN,SUCCESS,2970.12,Mobile App
C008549,2025-01-30,EMAIL,NO_RESPONSE,472.9,Mobile App
C007187,2025-01-16,APP_LOGIN,NO_RESPONSE,274.74,Website
C006103,2025-01-29,CALL,NO_RESPONSE,381.56,Mobile App
C009062,2025-04-10,APP_LOGIN,SUCCESS,2442.4,Branch
C009078,2025-01-24,APP_LOGIN,NO_RESPONSE,3193.54,Branch
C009476,2025-01-07,CALL,SUCCESS,366.81,Mobile App
C000620,2025-06-26,EMAIL,SUCCESS,1593.32,Website
C000883,2025-04-11,APP_LOGIN,FAIL,762.92,Call Center
C008989,2025-02-15,APP_LOGIN,FAIL,114.74,Mobile App
C003643,2025-02-17,APP_LOGIN,SUCCESS,2181.17,Branch
C001297,2025-04-12,CALL,SUCCESS,433.23,Branch
C008437,2025-06-02,APP_LOGIN,NO_RESPONSE,1034.1,Call Center
C002896,2025-02-12,TXN,SUCCESS,2176.9,Mobile App
C006594,2025-02-24,TXN,SUCCESS,3141.13,Call Center
C000930,2025-06-11,CALL,SUCCESS,1560.89,Branch
C005367,2025-03-06,TXN,SUCCESS,1760.1,Mobile App
C008712,2025-06-05,APP_LOGIN,SUCCESS,187.98,Call Center
C003213,2025-02-10,APP_LOGIN,SUCCESS,542.0,Mobile App
C002410,2025-06-06,CALL,SUCCESS,81.82,Mobile App
C008200,2025-06-09,APP_LOGIN,NO_RESPONSE,933.23,Mobile App
C003424,2025-02-03,CALL,SUCCESS,709.81,Mobile App
C006977,2025-02-28,APP_LOGIN,SUCCESS,681.75,Call Center
C007595,2025-06-29,APP_LOGIN,NO_RESPONSE,353.67,Mobile App
C005159,2025-03-04,APP_LOGIN,SUCCESS,623.5,Mobile App
C003668,2025-06-03,CALL,SUCCESS,1149.87,Mobile App
C005974,2025-01-12,SMS,SUCCESS,156.93,Call Center
C006237,2025-01-22,APP_LOGIN,NO_RESPONSE,1754.53,Mobile App
C008278,2025-02-25,APP_LOGIN,SUCCESS,374.82,Call Center
C002469,2025-01-06,SMS,SUCCESS,796.03,Website
C006218,2025-02-05,CALL,SUCCESS,843.84,Branch
C003620,2025-05-06,SMS,FAIL,367.05,Mobile App
C001637,2025-02-28,APP_LOGIN,SUCCESS,1186.58,Website
C008156,2025-03-09,TXN,SUCCESS,1236.69,Mobile App
C003584,2025-02-21,APP_LOGIN,SUCCESS,1295.09,Mobile App
C004010,2025-04-30,TXN,FAIL,228.33,Mobile App
C003327,2025-03-18,EMAIL,NO_RESPONSE,748.77,Mobile App
C008149,2025-03-21,TXN,SUCCESS,911.48,Mobile App
C002218,2025-04-17,APP_LOGIN,SUCCESS,190.15,Mobile App
C004968,2025-06-28,APP_LOGIN,SUCCESS,334.55,Mobile App
C002370,2025-03-31,EMAIL,NO_RESPONSE,169.77,Website
C003639,2025-04-07,EMAIL,SUCCESS,179.11,Branch
C009136,2025-03-09,APP_LOGIN,SUCCESS,177.91,Mobile App
C005723,2025-06-03,TXN,SUCCESS,711.36,Website
C004445,2025-03-14,EMAIL,SUCCESS,3114.46,Branch
C007619,2025-02-10,EMAIL,SUCCESS,114.02,Call Center
C003948,2025-05-13,TXN,SUCCESS,416.17,Mobile App
C001677,2025-06-30,CALL,SUCCESS,637.12,Call Center
C001197,2025-06-15,SMS,SUCCESS,114.92,Mobile App
C002788,2025-04-26,APP_LOGIN,SUCCESS,1014.75,Mobile App
C007433,2025-04-03,APP_LOGIN,NO_RESPONSE,120.82,Mobile App
C009654,2025-04-12,CALL,NO_RESPONSE,1282.31,Branch
C007928,2025-04-14,APP_LOGIN,FAIL,197.33,Call Center
C003319,2025-04-02,CALL,SUCCESS,190.9,Call Center
C008859,2025-06-30,EMAIL,SUCCESS,199.01,Branch
C006690,2025-01-19,CALL,NO_RESPONSE,267.97,Call Center
C002177,2025-04-28,SMS,FAIL,300.88,Mobile App
C003744,2025-03-06,CALL,SUCCESS,2116.67,Branch
C008793,2025-03-10,CALL,SUCCESS,811.13,Mobile App
C004423,2025-02-22,EMAIL,SUCCESS,709.07,Branch
C003825,2025-05-27,CALL,NO_RESPONSE,1114.84,Mobile App
C009172,2025-03-07,APP_LOGIN,SUCCESS,2.17,Mobile App
C002452,2025-06-25,EMAIL,SUCCESS,945.68,Website
C000629,2025-03-07,APP_LOGIN,SUCCESS,37.86,Call Center
C009822,2025-01-18,TXN,SUCCESS,809.13,Website
C007779,2025-03-21,APP_LOGIN,NO_RESPONSE,1233.62,Mobile App
C003697,2025-02-08,APP_LOGIN,SUCCESS,7.87,Call Center
C003675,2025-05-07,APP_LOGIN,SUCCESS,82.27,Website
C003930,2025-02-20,SMS,FAIL,218.77,Website
C002766,2025-05-07,EMAIL,SUCCESS,1568.53,Mobile App
C004370,2025-05-31,APP_LOGIN,SUCCESS,1731.12,Mobile App
C008308,2025-06-10,EMAIL,SUCCESS,1279.6,Website
C004957,2025-04-08,EMAIL,SUCCESS,141.85,Mobile App
C000693,2025-06-03,CALL,SUCCESS,966.25,Mobile App
C003163,2025-05-25,APP_LOGIN,FAIL,350.95,Mobile App
C001106,2025-06-30,APP_LOGIN,SUCCESS,80.22,Branch
C003009,2025-03-19,APP_LOGIN,SUCCESS,718.72,Mobile App
C002162,2025-06-20,SMS,SUCCESS,2391.42,Call Center
C008346,2025-02-17,APP_LOGIN,SUCCESS,251.54,Mobile App
C003700,2025-03-23,CALL,SUCCESS,928.16,Mobile App
C003787,2025-05-28,CALL,SUCCESS,943.1,Mobile App
C009257,2025-06-12,APP_LOGIN,SUCCESS,2238.59,Call Center
C004201,2025-02-02,APP_LOGIN,SUCCESS,771.54,Website
C001914,2025-03-22,APP_LOGIN,SUCCESS,200.39,Call Center
C009409,2025-04-09,EMAIL,SUCCESS,34.21,Mobile App
C005521,2025-01-02,CALL,SUCCESS,742.6,Mobile App
C001773,2025-06-11,SMS,FAIL,511.36,Mobile App
C002781,2025-03-17,SMS,SUCCESS,376.26,Mobile App
C007424,2025-03-31,APP_LOGIN,FAIL,3049.87,Mobile App
C002872,2025-05-06,CALL,SUCCESS,3990.1,Mobile App
C000661,2025-06-09,TXN,SUCCESS,1124.7,Mobile App
C006243,2025-01-21,CALL,NO_RESPONSE,1040.54,Mobile App
C001133,2025-01-05,EMAIL,SUCCESS,365.9,Call Center
C000700,2025-01-28,APP_LOGIN,SUCCESS,74.97,Call Center
C007471,2025-03-28,APP_LOGIN,SUCCESS,310.33,Branch
C006298,2025-02-17,APP_LOGIN,SUCCESS,210.46,Website
C007813,2025-04-06,CALL,SUCCESS,2688.55,Call Center
C004558,2025-04-09,TXN,NO_RESPONSE,657.3,Mobile App
C002180,2025-03-11,APP_LOGIN,NO_RESPONSE,30.11,Call Center
C009066,2025-03-24,APP_LOGIN,SUCCESS,217.52,Call Center
C008276,2025-06-17,SMS,SUCCESS,1486.48,Mobile App
C001423,2025-01-06,EMAIL,NO_RESPONSE,525.0,Mobile App
C003181,2025-05-22,APP_LOGIN,SUCCESS,3277.01,Mobile App
C004317,2025-04-29,TXN,SUCCESS,1371.51,Mobile App
C006697,2025-05-05,TXN,NO_RESPONSE,1018.0,Call Center
C009584,2025-03-08,APP_LOGIN,SUCCESS,2166.27,Mobile App
C000615,2025-05-19,CALL,SUCCESS,643.23,Mobile App
C004571,2025-06-16,EMAIL,SUCCESS,976.41,Website
C000271,2025-06-18,APP_LOGIN,SUCCESS,1177.75,Call Center
C002469,2025-01-24,APP_LOGIN,NO_RESPONSE,190.34,Mobile App
C009583,2025-06-20,SMS,SUCCESS,136.49,Mobile App
C003608,2025-04-19,TXN,SUCCESS,313.81,Branch
C003076,2025-04-05,CALL,SUCCESS,667.9,Mobile App
C000290,2025-06-03,APP_LOGIN,SUCCESS,57.42,Call Center
C008121,2025-01-29,CALL,SUCCESS,420.34,Call Center
C006615,2025-01-02,EMAIL,SUCCESS,169.98,Mobile App
C003253,2025-01-30,CALL,FAIL,290.71,Call Center
C007416,2025-04-21,APP_LOGIN,SUCCESS,284.44,Mobile App
C006772,2025-03-15,APP_LOGIN,SUCCESS,774.65,Mobile App
C000279,2025-03-17,APP_LOGIN,FAIL,219.5,Call Center
C000581,2025-04-28,EMAIL,NO_RESPONSE,214.1,Mobile App
C004959,2025-01-19,APP_LOGIN,NO_RESPONSE,2038.51,Website
C008446,2025-02-23,APP_LOGIN,NO_RESPONSE,815.57,Mobile App
C004277,2025-04-30,SMS,NO_RESPONSE,649.56,Mobile App
C007998,2025-05-31,TXN,FAIL,1378.94,Mobile App
C004777,2025-04-05,CALL,SUCCESS,172.43,Website
C000825,2025-02-02,TXN,SUCCESS,356.21,Mobile App
C003833,2025-03-07,APP_LOGIN,SUCCESS,613.69,Call Center
C008892,2025-05-19,APP_LOGIN,FAIL,1682.13,Call Center
C005446,2025-03-31,EMAIL,SUCCESS,169.62,Website
C001381,2025-05-26,APP_LOGIN,FAIL,3051.41,Website
C009866,2025-03-06,TXN,SUCCESS,464.35,Mobile App
C006535,2025-06-09,EMAIL,SUCCESS,4344.7,Mobile App
C003157,2025-05-12,CALL,SUCCESS,816.09,Website
C004308,2025-03-27,SMS,FAIL,517.58,Call Center
C005635,2025-02-05,EMAIL,SUCCESS,854.38,Mobile App
C008576,2025-04-24,EMAIL,SUCCESS,487.45,Website
C005811,2025-06-10,APP_LOGIN,SUCCESS,314.21,Call Center
C008534,2025-05-22,CALL,FAIL,696.66,Mobile App
C005935,2025-06-25,APP_LOGIN,SUCCESS,349.03,Mobile App
C003110,2025-02-06,CALL,SUCCESS,2607.3,Website
C004083,2025-05-13,TXN,SUCCESS,543.95,Mobile App
C003241,2025-02-19,APP_LOGIN,SUCCESS,400.0,Mobile App
C006029,2025-03-10,TXN,NO_RESPONSE,555.76,Mobile App
C001850,2025-04-11,TXN,FAIL,559.27,Call Center
C008498,2025-06-15,TXN,SUCCESS,1020.69,Mobile App
C002750,2025-06-23,CALL,NO_RESPONSE,444.57,Mobile App
C006681,2025-04-08,APP_LOGIN,SUCCESS,629.47,Call Center
C009328,2025-05-23,SMS,NO_RESPONSE,723.13,Mobile App
C000206,2025-02-06,SMS,SUCCESS,603.69,Mobile App
C007353,2025-01-27,EMAIL,NO_RESPONSE,263.73,Call Center
C004592,2025-04-22,CALL,SUCCESS,33.3,Call Center
C003451,2025-01-01,EMAIL,SUCCESS,560.13,Website
C007215,2025-06-06,APP_LOGIN,SUCCESS,1564.88,Call Center
C003812,2025-05-05,SMS,SUCCESS,419.45,Branch
C005142,2025-05-15,APP_LOGIN,SUCCESS,664.14,Call Center
C008502,2025-01-29,TXN,SUCCESS,402.69,Mobile App
C002709,2025-06-08,EMAIL,NO_RESPONSE,1067.9,Call Center
C001992,2025-02-07,CALL,SUCCESS,350.57,Mobile App
C008464,2025-01-08,TXN,NO_RESPONSE,238.9,Call Center
C003274,2025-04-05,TXN,SUCCESS,416.08,Mobile App
C004539,2025-06-14,EMAIL,SUCCESS,2818.74,Mobile App
C008713,2025-04-06,CALL,SUCCESS,126.49,Mobile App
C009169,2025-01-26,TXN,SUCCESS,776.9,Website
C003723,2025-06-25,EMAIL,SUCCESS,1056.87,Call Center
C003552,2025-04-23,EMAIL,SUCCESS,401.43,Mobile App
C002833,2025-01-11,CALL,SUCCESS,1941.91,Website
C005680,2025-01-23,EMAIL,SUCCESS,1170.25,Website
C006580,2025-06-11,TXN,SUCCESS,189.45,Call Center
C000153,2025-02-02,APP_LOGIN,SUCCESS,319.23,Mobile App
C005755,2025-05-10,CALL,SUCCESS,700.47,Call Center
C002801,2025-04-23,TXN,NO_RESPONSE,410.35,Mobile App
C005311,2025-03-02,APP_LOGIN,SUCCESS,1950.16,Mobile App
C009945,2025-05-12,SMS,SUCCESS,713.49,Mobile App
C002611,2025-01-12,APP_LOGIN,NO_RESPONSE,95.9,Website
C001105,2025-06-06,APP_LOGIN,NO_RESPONSE,601.26,Mobile App
C007362,2025-04-17,TXN,NO_RESPONSE,3344.14,Call Center
C004200,2025-04-13,APP_LOGIN,SUCCESS,643.38,Call Center
C003855,2025-06-19,APP_LOGIN,FAIL,1353.94,Mobile App
C007264,2025-06-27,EMAIL,FAIL,1599.02,Mobile App
C001915,2025-03-07,TXN,SUCCESS,26.1,Mobile App
C007366,2025-05-15,APP_LOGIN,SUCCESS,641.3,Mobile App
C003073,2025-05-05,SMS,SUCCESS,187.5,Branch
C009199,2025-02-26,CALL,SUCCESS,883.96,Mobile App
C000407,2025-02-15,APP_LOGIN,NO_RESPONSE,370.67,Mobile App
C000167,2025-01-22,APP_LOGIN,FAIL,728.5,Mobile App
C000509,2025-05-19,SMS,SUCCESS,138.98,Mobile App
C001662,2025-06-10,CALL,SUCCESS,167.43,Call Center
C003665,2025-05-28,APP_LOGIN,SUCCESS,680.02,Mobile App
C003490,2025-01-05,APP_LOGIN,SUCCESS,1779.43,Mobile App
C000681,2025-03-09,APP_LOGIN,SUCCESS,2183.31,Branch
C002525,2025-01-14,EMAIL,SUCCESS,2361.31,Mobile App
C002121,2025-05-11,CALL,SUCCESS,117.71,Mobile App
C005261,2025-04-24,SMS,NO_RESPONSE,249.82,Mobile App
C004358,2025-01-27,EMAIL,FAIL,56.76,Mobile App
C001364,2025-01-04,APP_LOGIN,SUCCESS,294.41,Call Center
C009524,2025-05-08,APP_LOGIN,SUCCESS,1167.99,Mobile App
C002293,2025-03-05,CALL,FAIL,425.02,Mobile App
C001539,2025-03-27,CALL,SUCCESS,1878.34,Call Center
C003409,2025-06-19,TXN,FAIL,153.08,Mobile App
C007743,2025-06-06,APP_LOGIN,NO_RESPONSE,1240.01,Mobile App
C008753,2025-03-21,SMS,NO_RESPONSE,652.54,Mobile App
C009292,2025-06-12,APP_LOGIN,SUCCESS,47.53,Mobile App
C001904,2025-01-19,TXN,SUCCESS,641.25,Call Center
C000175,2025-04-26,CALL,NO_RESPONSE,32.78,Mobile App
C002231,2025-04-04,TXN,NO_RESPONSE,678.8,Mobile App
C004288,2025-03-10,TXN,SUCCESS,1109.98,Mobile App
C004161,2025-01-31,CALL,SUCCESS,0.56,Mobile App
C007107,2025-06-20,EMAIL,SUCCESS,438.89,Call Center
C009690,2025-04-05,CALL,SUCCESS,833.17,Website
C003172,2025-05-29,SMS,SUCCESS,3105.54,Call Center
C001568,2025-04-20,EMAIL,SUCCESS,501.36,Mobile App
C001152,2025-06-11,SMS,FAIL,603.0,Call Center
C007620,2025-02-05,EMAIL,NO_RESPONSE,1040.86,Call Center
C006034,2025-02-10,CALL,FAIL,1758.18,Website
C008561,2025-06-11,CALL,NO_RESPONSE,155.01,Call Center
C004947,2025-06-02,APP_LOGIN,SUCCESS,460.7,Website
C008235,2025-03-06,APP_LOGIN,SUCCESS,1559.91,Mobile App
C001908,2025-03-17,CALL,SUCCESS,418.07,Website
C003491,2025-05-04,APP_LOGIN,SUCCESS,608.28,Mobile App
C002536,2025-01-22,CALL,SUCCESS,712.84,Mobile App
C004174,2025-05-01,SMS,FAIL,410.2,Call Center
C001294,2025-01-22,SMS,NO_RESPONSE,1543.91,Branch
C004770,2025-05-06,TXN,SUCCESS,383.91,Mobile App
C004797,2025-06-22,APP_LOGIN,NO_RESPONSE,1158.55,Mobile App
C006872,2025-03-10,TXN,SUCCESS,473.88,Mobile App
C002973,2025-01-10,TXN,SUCCESS,2049.48,Mobile App
C003923,2025-01-11,CALL,SUCCESS,393.41,Mobile App
C004998,2025-06-05,CALL,FAIL,172.56,Mobile App
C007033,2025-01-05,APP_LOGIN,SUCCESS,551.73,Call Center
C000993,2025-01-12,APP_LOGIN,FAIL,4670.45,Branch
C008113,2025-02-13,APP_LOGIN,FAIL,2039.08,Mobile App
C005288,2025-04-19,EMAIL,SUCCESS,262.37,Mobile App
C002241,2025-04-03,CALL,SUCCESS,611.93,Website
C001477,2025-03-31,APP_LOGIN,SUCCESS,2860.85,Mobile App
C006427,2025-01-29,APP_LOGIN,NO_RESPONSE,1036.06,Website
C000390,2025-02-05,APP_LOGIN,SUCCESS,933.01,Website
C001000,2025-02-04,APP_LOGIN,SUCCESS,741.49,Mobile App
C001856,2025-04-23,TXN,SUCCESS,59.31,Call Center
C008126,2025-01-08,APP_LOGIN,SUCCESS,226.53,Mobile App
C008851,2025-01-16,TXN,SUCCESS,196.66,Mobile App
C002764,2025-02-12,SMS,SUCCESS,2337.85,Mobile App
C003664,2025-03-10,TXN,SUCCESS,1711.24,Mobile App
C004987,2025-05-24,APP_LOGIN,NO_RESPONSE,550.64,Mobile App
C001482,2025-02-25,SMS,NO_RESPONSE,3180.44,Branch
C007257,2025-02-10,APP_LOGIN,SUCCESS,3702.84,Call Center
C003732,2025-03-18,EMAIL,NO_RESPONSE,270.01,Mobile App
C007263,2025-01-08,CALL,FAIL,235.34,Call Center
C000452,2025-02-23,SMS,FAIL,137.85,Call Center
C009730,2025-03-31,TXN,FAIL,248.14,Call Center
C003094,2025-04-30,TXN,SUCCESS,1078.53,Website
C000883,2025-05-13,CALL,SUCCESS,1159.76,Mobile App
C004409,2025-01-09,TXN,SUCCESS,93.36,Mobile App
C004069,2025-03-12,SMS,SUCCESS,513.94,Branch
C003278,2025-01-30,CALL,SUCCESS,2435.49,Mobile App
C008567,2025-03-22,TXN,SUCCESS,909.57,Mobile App
C007952,2025-04-18,TXN,SUCCESS,666.97,Mobile App
C004691,2025-04-05,TXN,NO_RESPONSE,126.86,Mobile App
C004596,2025-03-06,APP_LOGIN,NO_RESPONSE,62.48,Call Center
C004560,2025-01-30,EMAIL,FAIL,146.56,Mobile App
C007292,2025-02-16,EMAIL,SUCCESS,625.47,Website
C008161,2025-04-05,TXN,FAIL,368.8,Mobile App
C000113,2025-03-29,EMAIL,SUCCESS,2761.12,Mobile App
C005132,2025-06-08,SMS,NO_RESPONSE,513.09,Branch
C003198,2025-03-16,APP_LOGIN,FAIL,348.16,Mobile App
C000140,2025-04-16,TXN,SUCCESS,961.34,Call Center
C001425,2025-03-21,SMS,SUCCESS,1197.08,Mobile App
C002950,2025-05-17,SMS,FAIL,1998.97,Mobile App
C003169,2025-03-02,SMS,NO_RESPONSE,1556.11,Mobile App
C008709,2025-04-07,SMS,SUCCESS,1406.55,Mobile App
C006044,2025-01-06,APP_LOGIN,NO_RESPONSE,212.26,Call Center
C006990,2025-02-14,CALL,SUCCESS,304.14,Mobile App
C007237,2025-03-06,TXN,SUCCESS,218.16,Website
C006262,2025-02-06,EMAIL,SUCCESS,389.82,Call Center
C000888,2025-03-31,CALL,SUCCESS,1832.91,Mobile App
C003105,2025-05-25,CALL,SUCCESS,677.89,Mobile App
C000050,2025-04-12,EMAIL,SUCCESS,920.99,Mobile App
C003952,2025-04-20,TXN,SUCCESS,1249.72,Call Center
C003561,2025-06-02,APP_LOGIN,FAIL,638.04,Mobile App
C000019,2025-02-19,EMAIL,NO_RESPONSE,154.6,Branch
C004822,2025-05-03,CALL,SUCCESS,393.36,Mobile App
C006341,2025-03-12,APP_LOGIN,SUCCESS,818.52,Website
C008059,2025-04-21,APP_LOGIN,SUCCESS,897.8,Mobile App
C009666,2025-01-31,CALL,SUCCESS,260.32,Mobile App
C002607,2025-06-09,SMS,SUCCESS,1381.96,Mobile App
C007847,2025-04-25,SMS,SUCCESS,194.62,Mobile App
C008644,2025-02-17,SMS,SUCCESS,48.47,Mobile App
C006433,2025-05-25,EMAIL,NO_RESPONSE,83.88,Mobile App
C003766,2025-02-26,EMAIL,SUCCESS,331.74,Mobile App
C002439,2025-06-10,APP_LOGIN,SUCCESS,2271.06,Mobile App
C009742,2025-05-27,TXN,SUCCESS,1285.64,Mobile App
C006359,2025-01-15,CALL,NO_RESPONSE,195.42,Website
C008320,2025-06-12,APP_LOGIN,SUCCESS,348.3,Mobile App
C005942,2025-06-26,CALL,SUCCESS,105.18,Mobile App
C007645,2025-06-13,EMAIL,SUCCESS,1787.88,Website
C004856,2025-02-23,APP_LOGIN,NO_RESPONSE,436.62,Call Center
C006548,2025-02-05,APP_LOGIN,SUCCESS,211.02,Mobile App
C007197,2025-02-22,SMS,SUCCESS,2191.05,Mobile App
C005912,2025-03-15,TXN,FAIL,582.25,Website
C006482,2025-02-13,APP_LOGIN,SUCCESS,4364.83,Call Center
C002762,2025-02-02,CALL,SUCCESS,506.39,Mobile App
C004457,2025-06-21,APP_LOGIN,SUCCESS,1032.6,Mobile App
C009608,2025-02-24,EMAIL,SUCCESS,119.18,Mobile App
C006362,2025-02-13,APP_LOGIN,SUCCESS,1693.12,Branch
C005694,2025-02-20,EMAIL,SUCCESS,1595.11,Website
C005789,2025-04-09,CALL,FAIL,892.09,Branch
C000202,2025-03-27,APP_LOGIN,SUCCESS,89.37,Mobile App
C006161,2025-02-20,APP_LOGIN,SUCCESS,176.33,Mobile App
C000518,2025-05-15,APP_LOGIN,NO_RESPONSE,1404.93,Website
C007738,2025-05-09,EMAIL,SUCCESS,260.27,Mobile App
C009534,2025-05-21,EMAIL,SUCCESS,782.98,Mobile App
C001989,2025-02-17,TXN,SUCCESS,161.97,Mobile App
C003803,2025-05-07,APP_LOGIN,SUCCESS,418.24,Website
C005809,2025-04-24,SMS,SUCCESS,1350.15,Mobile App
C007163,2025-03-25,TXN,SUCCESS,257.37,Mobile App
C006242,2025-06-24,CALL,SUCCESS,574.25,Mobile App
C008400,2025-02-16,APP_LOGIN,SUCCESS,1332.75,Mobile App
C005634,2025-01-10,CALL,SUCCESS,2401.5,Mobile App
C005756,2025-01-26,EMAIL,NO_RESPONSE,3477.66,Call Center
C006310,2025-02-19,APP_LOGIN,NO_RESPONSE,348.36,Mobile App
C004118,2025-06-24,EMAIL,SUCCESS,247.39,Mobile App
C008346,2025-06-21,APP_LOGIN,SUCCESS,1745.46,Mobile App
C001519,2025-05-09,APP_LOGIN,SUCCESS,64.5,Mobile App
C006164,2025-04-19,EMAIL,SUCCESS,1164.68,Mobile App
C002601,2025-03-04,TXN,SUCCESS,1687.91,Call Center
C002196,2025-05-25,APP_LOGIN,NO_RESPONSE,622.03,Website
C003555,2025-05-25,SMS,SUCCESS,2159.58,Mobile App
C002850,2025-06-16,SMS,SUCCESS,284.03,Mobile App
C001743,2025-02-12,EMAIL,NO_RESPONSE,1505.16,Mobile App
C001307,2025-02-10,CALL,SUCCESS,1297.83,Mobile App
C003850,2025-01-15,EMAIL,SUCCESS,1564.62,Mobile App
C007520,2025-05-09,EMAIL,SUCCESS,365.09,Mobile App
C004196,2025-02-27,EMAIL,NO_RESPONSE,175.86,Mobile App
C005179,2025-02-23,SMS,SUCCESS,2368.39,Mobile App
C002556,2025-05-13,CALL,NO_RESPONSE,373.35,Mobile App
C002306,2025-03-03,CALL,FAIL,40.93,Mobile App
C007620,2025-05-07,APP_LOGIN,SUCCESS,381.42,Call Center
C009281,2025-03-12,CALL,NO_RESPONSE,985.24,Mobile App
C002643,2025-02-15,EMAIL,SUCCESS,226.68,Website
C009370,2025-03-31,APP_LOGIN,FAIL,104.86,Call Center
C006410,2025-06-05,TXN,FAIL,362.24,Mobile App
C004758,2025-05-02,CALL,NO_RESPONSE,877.17,Mobile App
C002995,2025-03-25,APP_LOGIN,SUCCESS,97.75,Mobile App
C008752,2025-06-18,SMS,NO_RESPONSE,399.63,Mobile App
C001272,2025-05-31,CALL,SUCCESS,953.31,Mobile App
C001814,2025-06-09,CALL,NO_RESPONSE,244.02,Call Center
C008802,2025-06-16,APP_LOGIN,SUCCESS,237.39,Call Center
C002462,2025-03-23,TXN,SUCCESS,775.23,Mobile App
C004121,2025-02-02,CALL,SUCCESS,1380.67,Mobile App
C006125,2025-03-30,EMAIL,NO_RESPONSE,74.85,Call Center
C008476,2025-06-09,SMS,NO_RESPONSE,1308.59,Call Center
C004397,2025-04-24,TXN,SUCCESS,76.68,Branch
C009284,2025-02-19,APP_LOGIN,NO_RESPONSE,1536.55,Mobile App
C000817,2025-06-28,SMS,SUCCESS,418.51,Mobile App
C007305,2025-01-19,EMAIL,NO_RESPONSE,813.77,Website
C007332,2025-01-03,EMAIL,SUCCESS,474.63,Call Center
C000083,2025-04-26,CALL,NO_RESPONSE,353.71,Call Center
C001921,2025-04-01,TXN,SUCCESS,1741.05,Mobile App
C007818,2025-05-25,TXN,SUCCESS,1072.13,Mobile App
C002094,2025-02-12,CALL,SUCCESS,251.67,Branch
C007072,2025-06-06,EMAIL,FAIL,755.78,Mobile App
C007968,2025-04-18,CALL,SUCCESS,68.2,Website
C008368,2025-02-13,EMAIL,SUCCESS,843.69,Mobile App
C005286,2025-02-21,TXN,SUCCESS,1562.12,Website
C004938,2025-04-07,TXN,SUCCESS,1220.79,Mobile App
C000370,2025-01-28,APP_LOGIN,NO_RESPONSE,853.79,Website
C001819,2025-04-19,TXN,SUCCESS,1772.98,Website
C002102,2025-06-11,APP_LOGIN,FAIL,372.28,Website
C003491,2025-02-23,EMAIL,FAIL,646.58,Website
C001780,2025-01-02,TXN,SUCCESS,336.1,Branch
C007675,2025-04-24,APP_LOGIN,SUCCESS,503.22,Website
C001365,2025-01-17,APP_LOGIN,SUCCESS,719.3,Mobile App
C007295,2025-05-26,TXN,SUCCESS,467.97,Mobile App
C003677,2025-01-28,APP_LOGIN,NO_RESPONSE,77.79,Call Center
C002427,2025-01-28,EMAIL,SUCCESS,184.75,Branch
C008265,2025-06-29,TXN,SUCCESS,1876.78,Mobile App
C008090,2025-01-16,CALL,SUCCESS,284.04,Branch
C002963,2025-06-10,APP_LOGIN,SUCCESS,204.86,Mobile App
C000860,2025-03-26,APP_LOGIN,SUCCESS,698.86,Mobile App
C004139,2025-01-05,CALL,SUCCESS,714.82,Mobile App
C002425,2025-02-14,EMAIL,SUCCESS,2539.37,Branch
C009257,2025-06-14,EMAIL,NO_RESPONSE,841.89,Call Center
C004018,2025-02-21,TXN,SUCCESS,2034.87,Mobile App
C008561,2025-03-03,APP_LOGIN,FAIL,138.05,Mobile App
C008343,2025-01-05,EMAIL,SUCCESS,64.3,Mobile App
C001135,2025-04-17,TXN,SUCCESS,216.95,Website
C005167,2025-01-11,EMAIL,FAIL,2022.58,Mobile App
C005120,2025-03-27,APP_LOGIN,SUCCESS,977.93,Call Center
C005695,2025-05-11,SMS,SUCCESS,549.35,Mobile App
C006137,2025-06-28,CALL,SUCCESS,276.53,Mobile App
C005486,2025-03-01,APP_LOGIN,NO_RESPONSE,962.06,Mobile App
C004165,2025-03-07,EMAIL,SUCCESS,156.16,Branch
C002347,2025-01-17,SMS,SUCCESS,882.87,Mobile App
C005040,2025-05-11,EMAIL,FAIL,590.57,Mobile App
C004898,2025-05-11,TXN,SUCCESS,216.61,Branch
C008253,2025-02-09,CALL,SUCCESS,70.28,Branch
C005042,2025-03-21,EMAIL,SUCCESS,567.95,Branch
C003902,2025-03-17,SMS,SUCCESS,3344.05,Mobile App
C001338,2025-03-04,CALL,SUCCESS,147.54,Call Center
C001185,2025-02-20,CALL,SUCCESS,16.36,Mobile App
C004427,2025-05-09,APP_LOGIN,SUCCESS,895.89,Mobile App
C001552,2025-02-20,TXN,SUCCESS,346.34,Mobile App
C001630,2025-01-04,TXN,NO_RESPONSE,213.32,Mobile App
C009520,2025-05-12,CALL,SUCCESS,773.85,Call Center
C001527,2025-06-24,APP_LOGIN,NO_RESPONSE,341.25,Call Center
C009866,2025-06-16,APP_LOGIN,SUCCESS,466.4,Website
C001362,2025-03-25,CALL,SUCCESS,2516.5,Branch
C009766,2025-02-18,CALL,SUCCESS,111.1,Website
